公司名称	公司类型	融资阶段	标签	公司规模	公司所在地	职位类型	学历要求	福利	薪资	工作经验
1945	深圳市前海骏熙国际供应链有限公司	O2O	天使轮	[]	50-150人	南山区	开发/测试/运维类	大专	合伙人机制	13k-20k	3-5年
1946	上海中研久弋科技有限公司	移动互联网,数据服务	不需要融资	['""']	150-500人	龙岗区	开发/测试/运维类	本科	稳定	20k-30k	5-10年
1947	深圳芒果软件科技有限公司	移动互联网	不需要融资	['年终分红', '弹性工作', '扁平管理', '领导好']	50-150人	南山区	开发/测试/运维类	本科	弹性大,五险一金,上升空间大,办公环境好	15k-20k	5-10年
1948	深圳市星河房地产开发有限公司	O2O,金融	不需要融资	['带薪年假', '年度旅游', '管理规范', '领导好']	2000人以上	龙岗区	开发/测试/运维类	本科	福利好,美女多,平台大,发展好	15K-30K	5-10年
1949	深圳市致远创想科技有限公司	移动互联网,O2O	B轮	[]	500-2000人	福田区	开发/测试/运维类	大专	发展空间大,氛围好	20k-25k	3-5年
1950	深圳象翌微链软件技术有限公司	移动互联网,电子商务	未融资	['节日礼物', '年底双薪', '带薪年假', '绩效奖金']	500-2000人	南山区	开发/测试/运维类	本科	五险一金,年终奖,加班少,绩效奖	8k-13k	1-3年
1951	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	平台好,福利好	15k-30k	3-5年
1952	深圳市百云谷互联网信息技术有限公司	移动互联网,电子商务	未融资	[]	少于15人	龙岗区	开发/测试/运维类	本科	知识面广,发展空间大,专人指导	2k-4k	应届毕业生
1953	深圳市天盈互动网络技术有限公司	移动互联网	不需要融资	['""']	50-150人	南山区	开发/测试/运维类	本科	带薪年假,年度旅游,薪酬福利好	8k-15k	1-3年
1954	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	股票期权,年度奖金,人才房,周末双休	22k-28k	10年以上
1955	深圳市游凰科技有限公司	游戏	天使轮	[]	15-50人	南山区	开发/测试/运维类	本科	扁平管理,项目奖金,年终双薪,晋升空间大	10K-15K	1-3年
1956	深圳市爱迪尔电子有限公司	移动互联网	未融资	['带薪年假', '专项奖金', '领导好', '五险一金']	150-500人	南山区	开发/测试/运维类	大专	有项目奖,有年终奖,团队融洽,牛人多	15k-17k	3-5年
1957	深圳市至佳生活网络科技有限公司	移动互联网,数据服务	未融资	['节日礼物', '带薪年假', '绩效奖金', '领导好']	15-50人	南山区	开发/测试/运维类	本科	发展机会多,全流程参与,公司福利好,工作氛围佳	20k-35k	5-10年
1958	深圳乾迅科技有限公司	移动互联网,电子商务	B轮	['股票期权', '岗位晋升', '扁平管理', '年终分红']	150-500人	龙华新区	开发/测试/运维类	本科	下午休,双休	10k-20k	1年以下
1959	北京体域网络科技有限公司	移动互联网,金融	天使轮	['年底双薪', '弹性工作', '节日礼物', '美女多']	15-50人	南山区	开发/测试/运维类	本科	新奇酷,有趣,有活力	15k-20k	3-5年
1960	深圳市诚忠村科技有限公司	移动互联网	天使轮	['""']	15-50人	龙华新区	开发/测试/运维类	本科	够胆你就来~抓紧上车！	10K-20K	1-3年
1961	深圳市名通科技股份有限公司	移动互联网	不需要融资	['13-15薪', '领导好', '岗位晋升', '带薪年假']	150-500人	南山区	开发/测试/运维类	本科	氛围好,平台稳,薪资高,福利好	8k-15k	不限
1962	深圳市海云天科技股份有限公司	移动互联网,教育	上市公司	['免费工作餐', '春假17天假', '年底双薪', '交通补助']	500-2000人	南山区	开发/测试/运维类	本科	上市公司 大平台 大发展 高福利	15k-28k	3-5年
1963	深圳市赛为安全技术服务有限公司	企业服务	不需要融资	[]	50-150人	南山区	开发/测试/运维类	本科	年终分红、股票期权	10k-15k	3-5年
1964	深圳白骑士大数据有限公司	企业服务,金融	A轮	['专项奖金', '大数据', '反欺诈', '带薪年假']	50-150人	南山区	开发/测试/运维类	本科	发展空间大,有挑战,领导好	8k-15k	1-3年
1965	平安科技（深圳）有限公司	金融	不需要融资	['节日礼物', '年度旅游', '岗位晋升', '技能培训']	2000人以上	福田区	开发/测试/运维类	本科	世界500强 带薪年假 节日福利 绩效丰厚	10k-15k	不限
1966	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	五险一金,带薪休假,绩效奖金	30k-50k	3-5年
1967	深圳市前海云集品电子商务有限公司	电子商务,移动互联网	未融资	['带薪年假', '美女多', '节日礼物', '扁平管理']	150-500人	福田区	开发/测试/运维类	大专	五险一金,周末双休,带薪年假,节日福利	25k-45k	5-10年
1968	微民保险代理有限公司	金融,移动互联网	不需要融资	['带薪年假', '交通补助', '通讯津贴', '定期体检']	150-500人	南山区	开发/测试/运维类	本科	腾讯控股,弹性上班,年终奖,餐补班车	20k-30k	5-10年
1969	深圳市中则科创技术有限公司	移动互联网	未融资	[]	15-50人	龙华新区	开发/测试/运维类	本科	成长快	16K-22K	3-5年
1970	深圳喆云科技有限公司	移动互联网,企业服务	天使轮	[]	15-50人	南山区	开发/测试/运维类	本科	绩效激励,高期权激励,晋升空间,创业扶持	8k-16k	3-5年
1971	平安科技（深圳）有限公司	金融	不需要融资	['节日礼物', '年度旅游', '岗位晋升', '技能培训']	2000人以上	福田区	开发/测试/运维类	本科	世界50强 节日福利 绩效丰厚	15k-30k	不限
1972	深圳市聚成企业管理顾问股份有限公司	企业服务	不需要融资	['绩效奖金', '定期体检', '节日礼物', '管理规范']	2000人以上	福田区	开发/测试/运维类	大专	氛围好,工会福利,行业龙头	6k-10k	3-5年
1973	深圳市懒人在线科技有限公司	移动互联网	B轮	['年终分红', '股票期权', '五险一金', '带薪年假']	50-150人	南山区	技术	本科	弹性工作时间，轻松工作氛围，无限成长空间	20k-30k	5-10年
1974	深圳市亲友互娱网络科技有限公司	游戏	不需要融资	['""']	15-50人	南山区	开发/测试/运维类	本科	五险一金,年底双薪,弹性工作制,节假日福利	10k-15k	1-3年
1975	湖南微启通网络科技有限公司	移动互联网	不需要融资	['年底双薪', '交通补助', '通讯津贴', '午餐补助']	150-500人	南山区	开发/测试/运维类	不限	发展空间大,技术大牛,氛围愉悦,福利满满	15k-25k	3-5年
1976	深圳市岸基科技有限公司	移动互联网、硬件	未融资	['创业公司', '快速发展', '股票期权']	少于15人	南山区	开发/测试/运维类	本科	创业公司,年终分红,五险一金	18k-30k	3-5年
1977	厦门美图之家科技有限公司	移动互联网,硬件	上市公司	['节日礼物', '与大牛共事', '福利健全', '五险一金']	500-2000人	南山区	开发/测试/运维类	本科	上市互联网公司，十亿级用户，技术氛围好	20k-35k	3-5年
1978	金蝶软件（中国）有限公司	移动互联网,电子商务	上市公司	['年底双薪', '节日礼物', '技能培训', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	老板好 期权 帅哥美女多 福利好 工作环境优	25k-50k	5-10年
1979	阿里巴巴（中国）网络技术有限公司	电子商务,数据服务	上市公司	['绩效奖金', '股票期权', '带薪年假', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	双十一挑战,分布式架构,有技术大牛,架构师摇篮	20k-40k	3-5年
1980	深圳叨客科技有限公司	O2O,数据服务	不需要融资	['专项奖金', '弹性工作', '欢乐平等']	15-50人	南山区	开发/测试/运维类	不限	氛围好,不打卡	8k-16k	不限
1981	深圳市牙邦科技股份有限公司	移动互联网,电子商务	未融资	['""']	50-150人	宝安区	开发/测试/运维类	本科	Java,架构,saas	10k-20k	3-5年
1982	深圳市飞码信息技术有限公司	移动互联网	不需要融资	[]	15-50人	福田区	开发/测试/运维类	不限	负责app后台系统开发	3k-4k	不限
1983	海网物联（深圳）科技有限公司	移动互联网,硬件	未融资	['节日礼物', '加班费', '社保', '帅哥多']	15-50人	宝安区	开发/测试/运维类	不限	5天7小时,福利好	4k-6k	1-3年
1984	深圳市时代华盛网络科技有限公司	金融,移动互联网	不需要融资	['带薪年假', '股票期权', '定期体检', '扁平管理']	50-150人	南山区	开发/测试/运维类	本科	新浪微博,高成长平台,薪酬福利佳	20k-36k	5-10年
1985	深圳市赛为安全技术服务有限公司	企业服务	不需要融资	[]	50-150人	南山区	开发/测试/运维类	本科	java,Vue,mysql,MVVM	10k-15k	3-5年
1986	苏州极悦信息科技有限公司	移动互联网,电子商务	未融资	['弹性工作', '节日礼物', '领导好', '五险一金']	15-50人	南山区	开发/测试/运维类	本科	分布式,老板有钱,高自由度	10k-12k	1-3年
1987	深圳市微付吧网络科技有限公司	金融 移动互联网	未融资	['专项奖金', '绩效奖金', '节日礼物', '领导好']	50-150人	南山区	开发/测试/运维类	本科	创业团队,区块链,交易所,虚拟货币	10k-15k	5-10年
1988	深圳市金畅进出口有限公司	电子商务,移动互联网	未融资	['绩效奖金', '带薪年假', '节日礼物', '年度旅游']	150-500人	龙岗区	开发/测试/运维类	大专	平台大,技术强,福利多,办公条件优	10k-20k	5-10年
1989	深圳光启超材料技术有限公司	数据服务,硬件	上市公司	['股票期权', '定期体检', '专项奖金', '年度旅游']	500-2000人	南山区	开发/测试/运维类	本科	上市公司	15k-20k	1-3年
1990	深圳杰睿联科技有限公司	移动互联网	B轮	['股票期权', '专项奖金', '扁平管理', '年度旅游']	50-150人	南山区	开发/测试/运维类	本科	精英团队,硅谷模式,大牛云集,福利爆表	15k-25k	3-5年
1991	深圳市智慧安防行业协会	其他,招聘	未融资	[]	2000人以上	福田区	开发/测试/运维类	硕士	股份,待遇	40k-80k	5-10年
1992	深圳佰利源信息技术有限公司	企业服务	不需要融资	['""']	15-50人	龙华新区	开发/测试/运维类	本科	成长空间大	16K-20K	5-10年
1993	深圳市动能无线传媒有限公司	移动互联网,广告营销	未融资	['年底双薪', '午餐补助', '带薪年假']	50-150人	南山区	开发/测试/运维类	本科	年底双薪,员工旅游,节日福利,五险一金	10k-20k	1-3年
1994	深圳市丰巢科技有限公司	移动互联网,O2O	A轮	['五险一金', '通讯津贴', '交通补助', '带薪年假']	500-2000人	南山区	开发/测试/运维类	本科	A轮融资25亿 技术大牛多 行业领先者	15k-30k	5-10年
1995	天启文化教育科技（深圳）有限公司	移动互联网,教育	天使轮	[]	15-50人	福田区	开发/测试/运维类	不限	双休,股权激励,年底奖金	9k-13k	1-3年
1996	北京艾科创意信息技术有限公司	移动互联网	A轮	['年底双薪', '技能培训', '绩效奖金', '岗位晋升']	50-150人	福田区	开发/测试/运维类	本科	五险一金,年终奖,全勤奖,环境好	15k-30k	3-5年
1997	深圳市懒人在线科技有限公司	移动互联网	B轮	['年终分红', '股票期权', '五险一金', '带薪年假']	50-150人	南山区	开发/测试/运维类	本科	海量数据,福利多多,气氛和谐,成长空间	15k-25k	3-5年
1998	深圳市禾雀车管家科技服务有限公司	移动互联网,电子商务	天使轮	['带薪年假', '定期体检', '五险一金', '生日礼金']	15-50人	罗湖区	开发/测试/运维类	大专	发展空间大,晋升机会多	8k-11k	1-3年
1999	宝能物流集团有限公司	其他	不需要融资	['""']	2000人以上	罗湖区	开发/测试/运维类	本科	平台大,晋升多,团队大,发展快	30k-50k	10年以上
2000	华润网络（深圳）有限公司	移动互联网,电子商务	不需要融资	[]	150-500人	南山区	开发/测试/运维类	本科	管理规范,高并发系统,千万级用户	10k-20k	1-3年
2001	东莞市天蓝智能装备有限公司	硬件	未融资	['""']	150-500人	龙华新区	开发/测试/运维类	本科	购买社保,吃住补贴,带薪年假,年终奖励	5k-10k	1-3年
2002	深圳小雨金融服务有限公司	移动互联网,电子商务	未融资	['""']	15-50人	南山区	开发/测试/运维类	本科	上升空间大,扁平化管理,前景好	10k-16k	1-3年
2003	用友网络科技股份有限公司	企业服务,数据服务	上市公司	['技能培训', '节日礼物', '免费班车', '岗位晋升']	2000人以上	福田区	开发/测试/运维类	本科	海外	8k-16k	1-3年
2004	深圳市万邑通信息科技有限公司	电子商务,其他	B轮	['""']	500-2000人	南山区	开发/测试/运维类	本科	平台好,氛围佳,技术大牛	15k-25k	5-10年
2005	深圳市安服优智能互联科技有限公司	移动互联网,硬件	未融资	[]	15-50人	南山区	开发/测试/运维类	大专	后台开发	10k-15k	1-3年
2006	中国平安财产保险股份有限公司	移动互联网,金融	上市公司	['绩效奖金 ', '五险一金 ', '带薪年假 ', '年度旅游 ']	2000人以上	南山区	开发/测试/运维类	本科	大公司,福利好,五百强	15k-25k	3-5年
2007	上海捷科智诚科技有限公司	金融,其他	上市公司	['技能培训', '节日礼物', '带薪年假', '领导好']	500-2000人	南山区	开发/测试/运维类	本科	五险一金,出差补贴,加班补贴,补充医疗	6k-12k	不限
2008	深圳市易仓科技有限公司	移动互联网,电子商务	未融资	['节日礼物', '带薪年假', '年度旅游', '岗位晋升']	150-500人	南山区	开发/测试/运维类	大专	数据爬取,跨境电商,五险一金,浮动薪资	10k-15k	3-5年
2009	深圳TCL新技术有限公司	移动互联网,其他	上市公司	['年底双薪', '带薪年假', '定期体检', '绩效奖金']	2000人以上	南山区	开发/测试/运维类	不限	大平台,环境好,双休	10k-20k	1-3年
2010	深圳市银河表计股份有限公司	其他	不需要融资	['专项奖金', '股票期权', '带薪年假', '绩效奖金']	150-500人	南山区	开发/测试/运维类	本科	工作挑战性,发展空间大,年终奖丰厚,调薪机会多	8k-15k	1-3年
2011	深圳华锐金融技术股份有限公司	移动互联网,金融	不需要融资	['股票期权', '绩效奖金', '带薪年假', '交通补助']	50-150人	福田区	开发/测试/运维类	本科	五险一金,股权激励,员工食堂,加班补贴	33k-66k	5-10年
2012	深圳希宇网络科技有限公司	移动互联网,金融	天使轮	['领导好', '五险一金', '带薪年假', '年度旅游']	150-500人	南山区	开发/测试/运维类	大专	发展好,坐等拿钱,公司豪气,领导奈斯	15k-20k	3-5年
2013	百丽电子商务（上海）有限公司	移动互联网,电子商务	不需要融资	['百丽新零售', '年底三薪', '绩效奖金', '带薪年假']	500-2000人	南山区	开发/测试/运维类	本科	JAVA	15k-30k	3-5年
2014	深圳市木浪云数据有限公司	企业服务,数据服务	天使轮	['股票期权', '年终分红', '带薪年假', '绩效奖金']	15-50人	南山区	技术	本科	和大牛一起工作，有原始期权	15K-25K	5-10年
2015	深圳市墨麟科技有限公司	游戏	不需要融资	['绩效奖金', '五险一金', '交通补助', '带薪年假']	500-2000人	南山区	技术	本科	与陈默直接对话、上不封顶奖金、六险一金	15k-25k	1-3年
2016	深圳航天信息有限公司	信息安全,数据服务	上市公司	[]	150-500人	福田区	开发/测试/运维类	本科	平台大,福利好,国有企业	10k-20k	3-5年
2017	北京比特大陆科技有限公司	移动互联网,硬件	不需要融资	['丰厚底薪', '年底双薪', '六险一金', '午餐补助']	150-500人	南山区	开发/测试/运维类	本科	薪资高,福利好,年终丰厚,氛围佳	16k-25k	1-3年
2018	深圳喆云信息技术有限公司	移动互联网,企业服务	天使轮	['股票期权', '专项奖金', '年底双薪', '绩效奖金']	15-50人	南山区	开发/测试/运维类	本科	绩效奖金,高股权激励,晋升空间,创业扶持	9k-16k	3-5年
2019	中国新电信集团 P2P事业部	金融	上市公司	['节日礼物', '年底双薪', '带薪年假', '绩效奖金']	150-500人	福田区	开发/测试/运维类	大专	五险一金,周末双休,员工旅游,带薪年假	8k-15k	1-3年
2020	深圳市大头兄弟文化传播有限公司	移动互联网,文化娱乐	A轮	['年底双薪', '年终奖', '短视频应用', '千万级用户']	15-50人	宝安区	开发/测试/运维类	大专	年底双薪,年终奖,午餐下午茶,出国旅游	20k-40k	5-10年
2021	睿初科技	企业服务,数据服务	上市公司	['节日礼物', '技能培训', '年底双薪', '尊重和认可']	2000人以上	南山区	技术	本科	有导师带 会学到很多东西	5k-6k	应届毕业生
2022	深圳市深空太白网络科技有限公司	游戏	天使轮	['年终分红', '绩效奖金', '股票期权', '带薪年假']	15-50人	南山区	开发/测试/运维类	不限	腾讯团队,下午茶,旅游,节日福利	13k-23k	1-3年
2023	深圳市海云天科技股份有限公司	移动互联网,教育	上市公司	['免费工作餐', '春假17天假', '年底双薪', '交通补助']	500-2000人	南山区	产品/需求/项目类	本科	上市公司 大平台 大发展 高福利	15k-25k	5-10年
2024	深圳市天益智网科技有限公司	生活服务,其他	未融资	['带薪年假', '交通补助', '绩效奖金', '股票期权']	50-150人	南山区	开发/测试/运维类	本科	双休,五险一金,弹性上下班,节日福利	12k-18k	3-5年
2025	深圳卢米诺信息科技有限公司	移动互联网,电子商务	未融资	[]	15-50人	南山区	开发/测试/运维类	大专	上升空间大	4k-5k	不限
2026	深圳市新国都技术股份有限公司	金融,硬件	上市公司	['绩效奖金', '股票期权', '年底双薪', '专项奖金']	500-2000人	南山区	开发/测试/运维类	本科	发展前景好	25k-40k	3-5年
2027	深圳市肃羽科技有限公司	游戏	天使轮	['年底双薪', '绩效奖金', '定期体检', '扁平化管理']	50-150人	南山区	开发/测试/运维类	本科	环境优美,交通便利,扁平管理,福利完善	10k-15k	1-3年
2028	深圳市前海润杨金融服务有限公司	移动互联网,金融	上市公司	[]	2000人以上	南山区	开发/测试/运维类	本科	五险一金,周末双休,带薪年假,其他福利	10k-12k	3-5年
2029	深圳市叠加科技有限公司	电子商务,医疗健康	未融资	['""']	15-50人	南山区	开发/测试/运维类	本科	待遇丰厚,前景广阔,良好氛围	20K-40K	1-3年
2030	深圳市宁远科技股份有限公司	移动互联网	上市公司	['年底双薪', '技能培训', '节日礼物', '绩效奖金']	500-2000人	南山区	开发/测试/运维类	本科	项目奖金,年终奖金,期权股权,福利多多	18k-25k	3-5年
2031	深圳壹秘科技有限公司	移动互联网,其他	A轮	['""']	50-150人	南山区	开发/测试/运维类	大专	高薪,双休,五险一金,弹性工作	15k-25k	3-5年
2032	深圳市连城景业科技有限公司	电子商务,O2O	C轮	['年底双薪', '绩效奖金', '美女多', '弹性工作']	150-500人	南山区	开发/测试/运维类	本科	高年终,微服务,职业晋升,开放环境	20k-35k	不限
2033	深圳大管加软件与技术服务有限公司	企业服务	天使轮	['节日礼物', '定期活动', '绩效奖金', '年度旅游']	50-150人	福田区	技术	本科	优秀导师、团队优秀、环境优越、晋升空间大	2k-4k	应届毕业生
2034	深圳市三只小熊科技有限公司	移动互联网,游戏	不需要融资	['带薪年假', '定期体检', '扁平管理', '节日礼物']	150-500人	南山区	开发/测试/运维类	本科	.,.,.,.	15k-25k	3-5年
2035	深圳壹鸿科技有限公司	移动互联网,硬件	不需要融资	['年底双薪', '带薪年假', '弹性工作', '领导好']	50-150人	福田区	开发/测试/运维类	本科	平台好	20K-35K	3-5年
2036	深圳市幸福商城科技股份有限公司	移动互联网,O2O	B轮	['绩效奖金', '带薪年假', '下午茶蛋糕', '季度团建']	500-2000人	南山区	开发/测试/运维类	本科	蛋糕下午茶,季度团建,技术咖云集,环境舒适	20k-30k	5-10年
2037	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	java,go,高并发	15k-30k	3-5年
2038	深圳宇衡互联科技有限公司	游戏	不需要融资	[]	50-150人	南山区	开发/测试/运维类	不限	年底双薪,绩效奖金,五险一金,节日福利	15K-25K	1-3年
2039	深圳前海未来动力网络科技有限公司	金融	不需要融资	['""']	50-150人	南山区	开发/测试/运维类	本科	五险一金,职位晋升,加班补贴	10k-20k	1-3年
2040	百度在线网络技术（北京）有限公司	移动互联网,数据服务	不需要融资	['股票期权', '弹性工作', '五险一金', '免费班车']	2000人以上	南山区	开发/测试/运维类	本科	Java,广告投放	20k-40k	3-5年
2041	恒生电子股份有限公司	移动互联网,金融	上市公司	['绩效奖金', '专项奖金', '五险一金', '通讯津贴']	2000人以上	福田区	开发/测试/运维类	本科	五险一金,交通补贴,餐饮补贴,绩效奖金	10k-18k	3-5年
2042	深圳合时代金融服务有限公司	金融	C轮	['节日礼物', '年底双薪', '带薪年假', '创业团队']	150-500人	福田区	开发/测试/运维类	大专	专业的团队,丰厚的福利,晋升通道广	18k-25k	5-10年
2043	深圳市博悦生活用品有限公司	电子商务,其他	不需要融资	['年底双薪', '带薪年假', '定期体检', '通讯津贴']	150-500人	南山区	开发/测试/运维类	本科	五险一金,年终奖金,餐费补贴,员工旅游	20k-40k	5-10年
2044	北京火币天下网络技术有限公司深圳分公司	移动互联网,金融	A轮	['年底双薪', '定期体检', '带薪年假', '弹性工作']	15-50人	南山区	开发/测试/运维类	大专	靠谱团队,五险一金,周末双休	20k-40k	5-10年
2045	北京银信长远科技股份有限公司	移动互联网,硬件	上市公司	['年底双薪', '绩效奖金', '午餐补助', '带薪年假']	500-2000人	福田区	开发/测试/运维类	不限	大数据,区块链,互联网金融,云计算	10k-20k	3-5年
2046	深圳市数帝网络科技有限公司	数据服务,企业服务	A轮	[]	50-150人	龙华新区	开发/测试/运维类	本科	前途广泛,氛围好,幸福感强,年轻人世界	12k-20k	1-3年
2047	深圳市深电能售电有限公司	其他	未融资	[]	50-150人	南山区	开发/测试/运维类	本科	技术核心,新能源,股权激励,万物互联	15k-30k	5-10年
2048	深圳比高网络科技有限公司	移动互联网,游戏	不需要融资	['节日礼物', '专项奖金', '带薪年假', '团队和谐']	15-50人	南山区	开发/测试/运维类	不限	主程孵化,参与度高,代码开放,成熟项目	8k-16k	1-3年
2049	深圳市菲凡数据科技有限公司	电子商务,数据服务	未融资	['年终分红', '午餐补助', '扁平管理', '岗位晋升']	15-50人	福田区	开发/测试/运维类	硕士	双休,加班补贴,年底分红,全勤奖	25k-50k	5-10年
2050	深圳海拓时代科技有限公司	移动互联网,游戏	未融资	['""']	50-150人	宝安区	开发/测试/运维类	大专	游戏开发,服务器,Java	10k-20k	1-3年
2051	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	大平台,新产品,Java,开发	15k-30k	3-5年
2052	深圳市名通科技股份有限公司	移动互联网	不需要融资	['13-15薪', '领导好', '岗位晋升', '带薪年假']	150-500人	南山区	开发/测试/运维类	本科	平台稳,薪资高,空间大,氛围好	6k-10k	不限
2053	北京市商汤科技开发有限公司	移动互联网	B轮	['五险一金', '弹性工作', '丰盛三餐', '发展空间大']	500-2000人	南山区	开发/测试/运维类	本科	人工智能,福利好,技术大牛多,弹性工作	15k-30k	3-5年
2054	上海捷科智诚科技有限公司	金融,其他	上市公司	['技能培训', '节日礼物', '带薪年假', '领导好']	500-2000人	南山区	开发/测试/运维类	大专	六险一金,加班补助,出差补助	8k-16k	不限
2055	IBM	移动互联网,电子商务	上市公司	['技能培训', '免费班车', '管理规范', '五险一金']	2000人以上	南山区	开发/测试/运维类	本科	平台好世界500强弹性工作Open	13K-26K	不限
2056	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	大平台,薪酬福利	15k-30k	3-5年
2057	金千枝（深圳）珠宝管理服务有限公司	企业服务,数据服务	不需要融资	['""']	50-150人	罗湖区	开发/测试/运维类	大专	Java,微信开发,营销平台开	12k-15k	3-5年
2058	深圳雅讯信息技术有限公司	企业服务	不需要融资	['""']	15-50人	宝安区	开发/测试/运维类	大专	不加班,6险1金,年假多,公司气氛好	8k-15k	3-5年
2059	深圳市连城景业科技有限公司	电子商务,O2O	C轮	['年底双薪', '绩效奖金', '美女多', '弹性工作']	150-500人	南山区	开发/测试/运维类	本科	技术选型,大型项目,职业晋升,期权可谈	25k-50k	不限
2060	深圳市华宇讯科技有限公司	移动互联网,电子商务	B轮	['技能培训', '股票期权', '五险一金', '弹性工作']	500-2000人	南山区	开发/测试/运维类	本科	福利待遇,发展前景	15k-25k	3-5年
2061	凯捷咨询（中国）有限公司	企业服务	上市公司	['通讯津贴', '交通补助', '管理规范', '五险一金']	2000人以上	龙岗区	开发/测试/运维类	不限	团队好,假期多,大项目	25k-35k	10年以上
2062	深圳市名通科技股份有限公司	移动互联网	不需要融资	['13-15薪', '领导好', '岗位晋升', '带薪年假']	150-500人	南山区	开发/测试/运维类	本科	平台稳,空间大,福利好,薪资高	10k-20k	不限
2063	深圳市如意通科技有限公司	移动互联网	未融资	['绩效奖金', '五险一金', '带薪年假', '年度旅游']	15-50人	南山区	开发/测试/运维类	不限	不加班,不打卡,双休,带薪年假	5k-10k	不限
2064	深圳市高巨电子有限公司	移动互联网、电子商务	未融资	['""']	15-50人	龙岗区	开发/测试/运维类	本科	五险,晋升	8k-15k	3-5年
2065	加油宝金融科技服务（深圳）有限公司	金融	不需要融资	[]	150-500人	南山区	开发/测试/运维类	大专	五险一金,团队氛围好,弹性工作,员工福利	13k-25k	3-5年
2066	上海酷萌网络科技有限公司	移动互联网,游戏	不需要融资	['年底双薪', '专项奖金', '绩效奖金', '带薪年假']	500-2000人	南山区	开发/测试/运维类	本科	15薪,酒店式公寓,高端办公室,跨国公司	40k-60k	5-10年
2067	信必优(深圳)信息技术有限公司	移动互联网,电子商务	未融资	['节日礼物', '年底双薪', '带薪年假', '年度旅游']	2000人以上	南山区	开发/测试/运维类	大专	五险一金,8天年假,年度体检	18k-21k	5-10年
2068	深圳市启明星电子商务有限公司	电子商务	B轮	['带薪年假', '弹性工作', '年度旅游', '五险一金']	150-500人	南山区	开发/测试/运维类	本科	平台好，高成长团队，双休，福利好	25k-35k	5-10年
2069	深圳市泉眼网络科技有限公司	社交网络	不需要融资	['带薪年假', '绩效奖金', '美女多', '五险一金']	500-2000人	南山区	开发/测试/运维类	本科	大牛云集	15k-30k	3-5年
2070	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	医疗,互联网医疗,移动医疗	10k-20k	应届毕业生
2071	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	医疗,互联网医疗,移动医疗	15k-30k	3-5年
2072	加油宝金融科技服务（深圳）有限公司	金融	不需要融资	[]	150-500人	南山区	开发/测试/运维类	大专	五险一金,团队氛围好,弹性工作,员工福利	23k-32k	5-10年
2073	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	大平台,新领域,大咖多	18k-36k	3-5年
2074	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	大专	新产品,新平台,智能硬件,AI	18k-36k	3-5年
2075	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	鹅厂好福利	18k-30k	3-5年
2076	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	大平台,新领域,大咖多	18k-36k	3-5年
2077	深圳市紫川软件有限公司	电子商务,金融	不需要融资	['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']	500-2000人	福田区	开发/测试/运维类	大专	周末双休 五险一金 员工旅游	12k-19k	3-5年
2078	深圳市紫川软件有限公司	电子商务,金融	不需要融资	['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']	500-2000人	福田区	技术	大专	五险一金 员工旅游 周末双休	14k-20k	3-5年
2079	深圳市紫川软件有限公司	电子商务,金融	不需要融资	['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']	500-2000人	福田区	技术	大专	提供在行业中非常具有竞争力的薪水；	8k-13k	1-3年
